repo_name,total_contributions,n_contributors_total,core_n,peripheral_n,core_peripheral_ratio,core_top_fraction
ropensci/Rclean,1,1,1,0,inf,0.2
ropensci/helminthR,2,1,1,0,inf,0.2
OSGeo/PROJ-CRS-Explorer,58,1,1,0,inf,0.2
matplotlib/sampledoc,2,1,1,0,inf,0.2
arviz-devs/xrtist,9,1,1,0,inf,0.2
QuantEcon/dse_workshop,4,1,1,0,inf,0.2
Open-MBEE/OMGSpecifications,1,1,1,0,inf,0.2
galaxyproject/ansible-role-telegraf-cvmfs,2,1,1,0,inf,0.2
econ-ark/nbreproduce,2,1,1,0,inf,0.2
ropensci/rdatacite,5,1,1,0,inf,0.2
openfheorg/migration,4,1,1,0,inf,0.2
JuliaLang/devcontainer-julia-feature,6,1,1,0,inf,0.2
Blosc/DL_Compression,4,1,1,0,inf,0.2
Open-MBEE/ve-confluence-app,1,1,1,0,inf,0.2
ropensci/bomrang,2,1,1,0,inf,0.2
galaxyproject/galaxy-tool-repository-template,16,1,1,0,inf,0.2
matplotlib/cmocean,57,1,1,0,inf,0.2
ipython/ipynb,2,1,1,0,inf,0.2
pymc-devs/pymcon,3,1,1,0,inf,0.2
fortran-lang/.github,2,1,1,0,inf,0.2
QuantEcon/rse_comp_econ_2023,11,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKTBBImageToImageFilter,1,1,1,0,inf,0.2
geopandas/geodatasets,33,1,1,0,inf,0.2
galaxyproject/ci-testing,3,1,1,0,inf,0.2
Open-MBEE/view-service-jama-to-confluence,8,1,1,0,inf,0.2
pymc-devs/pymc-hmm,2,1,1,0,inf,0.2
astropy/pytest-openfiles,9,1,1,0,inf,0.2
tardis-sn/tardis-configs,3,1,1,0,inf,0.2
jump-dev/MultiObjectiveAlgorithms.jl,190,1,1,0,inf,0.2
QuantEcon/book-networks-1,1,1,1,0,inf,0.2
ropensci/xslt,19,1,1,0,inf,0.2
InsightSoftwareConsortium/itk-matlab-python-tutorial,6,1,1,0,inf,0.2
ropensci/waywiser,513,1,1,0,inf,0.2
numpy/SVML,13,1,1,0,inf,0.2
openfheorg/gsoc,1,1,1,0,inf,0.2
scientific-python/vault-template,1,1,1,0,inf,0.2
SciML/DiffEqBenchmarkServer.jl,12,1,1,0,inf,0.2
QuantEcon/tokyo_college_2023,16,1,1,0,inf,0.2
gnu-octave/octave-doctest,35,1,1,0,inf,0.2
ropensci/concstats,44,1,1,0,inf,0.2
openfheorg/OpenFHE-WASM,34,1,1,0,inf,0.2
Open-MBEE/mms5-jama-sdk,43,1,1,0,inf,0.2
gnu-octave/pkg-control,475,1,1,0,inf,0.2
nteract/vdom,26,1,1,0,inf,0.2
pystatgen/vcf-zarr-spec,4,1,1,0,inf,0.2
ropensci/wellknown,1,1,1,0,inf,0.2
ropensci/googleLanguageR,19,1,1,0,inf,0.2
ropensci/ezknitr,7,1,1,0,inf,0.2
QuantEcon/kobe_comp_econ_2023,23,1,1,0,inf,0.2
InsightSoftwareConsortium/ScientificImageAnalysisVisualizationAndArtificialIntelligenceCourse,21,1,1,0,inf,0.2
ropensci/rperseus,6,1,1,0,inf,0.2
spyder-ide/ux-improvements,2,1,1,0,inf,0.2
QuantEcon/nagoya_comp_econ_2023,3,1,1,0,inf,0.2
ropensci/CRediTas,11,1,1,0,inf,0.2
astropy/specreduce-data,3,1,1,0,inf,0.2
InsightSoftwareConsortium/tensorstore,185,1,1,0,inf,0.2
QuantEcon/lecture-python-intro.notebooks,59,1,1,0,inf,0.2
QuantEcon/keio_comp_econ_2023,7,1,1,0,inf,0.2
galaxyproject/ansible-role-singcvmfs,2,1,1,0,inf,0.2
fortran-lang/fpm-on-wheels,53,1,1,0,inf,0.2
gnu-octave/octave-audio,41,1,1,0,inf,0.2
galaxyproject/ansible-role-cvmfsexec,3,1,1,0,inf,0.2
Open-MBEE/configuration-management-plugin,16,1,1,0,inf,0.2
gnu-octave/octave-cfitsio,29,1,1,0,inf,0.2
InsightSoftwareConsortium/dam,14,1,1,0,inf,0.2
ropensci/bib2df,19,1,1,0,inf,0.2
gnu-octave/octave-arduino,44,1,1,0,inf,0.2
ropensci/rzmq,28,1,1,0,inf,0.2
spyder-ide/spyder-memory-profiler,2,1,1,0,inf,0.2
QuantEcon/lecture-jax.notebooks,37,1,1,0,inf,0.2
Open-MBEE/mms-migration-cameo2022x,3,1,1,0,inf,0.2
ropensci/citesdb,2,1,1,0,inf,0.2
econ-ark/ballpark,13,1,1,0,inf,0.2
nipy/quickshear,14,1,1,0,inf,0.2
JuliaLang/SoftGlobalScope.jl,1,1,1,0,inf,0.2
MDAnalysis/mdanalysis-compatible-python,27,1,1,0,inf,0.2
Blosc/scipy_proceedings,56,1,1,0,inf,0.2
scientific-python/reverse-dependency-testing,2,1,1,0,inf,0.2
scientific-python/test-milestone-labeler,19,1,1,0,inf,0.2
scientific-python/attach-next-milestone,9,1,1,0,inf,0.2
ropensci/grainchanger,2,1,1,0,inf,0.2
econ-ark/SolvingMicroDSOPs-LifeCycle,96,1,1,0,inf,0.2
OSGeo/OSGeoLive-Notebooks,11,1,1,0,inf,0.2
stan-dev/perf-math,1,1,1,0,inf,0.2
scientific-python/members,7,1,1,0,inf,0.2
WorldWideTelescope/worldwide-telescope-manual,9,1,1,0,inf,0.2
WorldWideTelescope/worldwide-telescope-docs-hub,5,1,1,0,inf,0.2
QuantEcon/jaxinterp,5,1,1,0,inf,0.2
jupyter/surveys,6,1,1,0,inf,0.2
Open-MBEE/mms5-layer1-openapi,11,1,1,0,inf,0.2
bokeh/bokehrs,2,1,1,0,inf,0.2
pangeo-data/pangeo-BiDS-2023,1,1,1,0,inf,0.2
tardis-sn/carsus-data-cmfgen-test,30,1,1,0,inf,0.2
gnu-octave/octave-mqtt,24,1,1,0,inf,0.2
yt-project/yt_attic,2,1,1,0,inf,0.2
tardis-sn/nndc-data,3,1,1,0,inf,0.2
econ-ark/texmf-local,3,1,1,0,inf,0.2
OSGeo/gdal-test-coverage-results,1,1,1,0,inf,0.2
galaxyproject/alignment-pipeline,3,1,1,0,inf,0.2
ropensci/citecorp,11,1,1,0,inf,0.2
Open-MBEE/des-ex-toolset,2,1,1,0,inf,0.2
bokeh/bokeh-django,11,1,1,0,inf,0.2
napari/scipy-2023-tutorial,1,1,1,0,inf,0.2
sympy/sympy-development-docs,3,1,1,0,inf,0.2
arviz-devs/.github,1,1,1,0,inf,0.2
pydata/df-summit-23,5,1,1,0,inf,0.2
Blosc/exploring-milky-way,5,1,1,0,inf,0.2
ropensci/geojson,13,1,1,0,inf,0.2
openfheorg/openfhe-wasm,19,1,1,0,inf,0.2
tardis-sn/carsus-data-negative-ions,2,1,1,0,inf,0.2
cupy/.github,1,1,1,0,inf,0.2
OSGeo/OSGeoLive-doc-archive,22,1,1,0,inf,0.2
gnu-octave/symbolic,520,1,1,0,inf,0.2
scientific-python/action-towncrier-changelog,5,1,1,0,inf,0.2
astropy/astropy-changelog,1,1,1,0,inf,0.2
networkx/nx-benchmarks,2,1,1,0,inf,0.2
openfheorg/openfhe-logreg-training-examples,4,1,1,0,inf,0.2
MDAnalysis/mda_theme,3,1,1,0,inf,0.2
WorldWideTelescope/worldwide-telescope-data-guide,8,1,1,0,inf,0.2
WorldWideTelescope/worldwide-telescope-layer-guide,2,1,1,0,inf,0.2
WorldWideTelescope/worldwide-telescope-planetarium-guide,2,1,1,0,inf,0.2
WorldWideTelescope/worldwide-telescope-tour-authoring-guide,4,1,1,0,inf,0.2
WorldWideTelescope/worldwide-telescope-diy-planetarium-dome-guide,7,1,1,0,inf,0.2
WorldWideTelescope/worldwide-telescope-lcapi-guide,4,1,1,0,inf,0.2
galaxyproject/cargo-port,11,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKIOOpenJPH,96,1,1,0,inf,0.2
gnu-octave/octave-zeromq,12,1,1,0,inf,0.2
numpy/meson-python,2,1,1,0,inf,0.2
Open-MBEE/mdk-systems-reasoner,28,1,1,0,inf,0.2
astropy/astropython.org,1,1,1,0,inf,0.2
QuantEcon/dse_2023.notebooks,2,1,1,0,inf,0.2
sympy/sympy_gamma,33,1,1,0,inf,0.2
gnu-octave/vim-octave,3,1,1,0,inf,0.2
Open-MBEE/_OpenMBEE-Documentation,1,1,1,0,inf,0.2
ropensci/epubr,11,1,1,0,inf,0.2
numpy/meson,1066,1,1,0,inf,0.2
ropensci/eph,15,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKData,6,1,1,0,inf,0.2
sympy/SymPEPs,17,1,1,0,inf,0.2
QuantEcon/imf_october_2023,14,1,1,0,inf,0.2
holoviz/panel-chat-examples,10,1,1,0,inf,0.2
zarr-developers/zarr-benchmark,28,1,1,0,inf,0.2
spyder-ide/spyder-kite,28,1,1,0,inf,0.2
Cantera/sphinx-tags,2,1,1,0,inf,0.2
nipy/nipy-wheels,152,1,1,0,inf,0.2
galaxyproject/gx-tool-db-panel-sync,1,1,1,0,inf,0.2
pymc-devs/pymc_workflow_analyzer,23,1,1,0,inf,0.2
QuantEcon/columbia_2023,5,1,1,0,inf,0.2
bokeh/bokeh-scala,1,1,1,0,inf,0.2
pybamm-team/vcpkg-sundials-test,1,1,1,0,inf,0.2
fortran-lang/setup-fortran,48,1,1,0,inf,0.2
ropensci/suppdata,1,1,1,0,inf,0.2
spyder-ide/kite-provider,51,1,1,0,inf,0.2
pangeo-data/pangeo-physical-oceanography,4,1,1,0,inf,0.2
tardis-sn/tardis-regressions,8,1,1,0,inf,0.2
astropy/astropy-bot-sandbox,2,1,1,0,inf,0.2
SciML/juliatorch,5,1,1,0,inf,0.2
nteract/next-gen-outputs,1,1,1,0,inf,0.2
bokeh/rbokeh,1,1,1,0,inf,0.2
matplotlib/mpl-probscale,19,1,1,0,inf,0.2
galaxyproject/galaxy_tool_extractor,5,1,1,0,inf,0.2
QuantEcon/treasury_2023,9,1,1,0,inf,0.2
InsightSoftwareConsortium/eigen,18,1,1,0,inf,0.2
Open-MBEE/flexo-mms-deployment,21,1,1,0,inf,0.2
FEniCS/.github,2,1,1,0,inf,0.2
bokeh/SlickGrid,1,1,1,0,inf,0.2
openfheorg/lab-materials,3,1,1,0,inf,0.2
ipython/pickleshare,2,1,1,0,inf,0.2
openfheorg/openfhe-network-examples,25,1,1,0,inf,0.2
WorldWideTelescope/wwt-constellations-frontend,79,1,1,0,inf,0.2
spyder-ide/conda-manager,1,1,1,0,inf,0.2
spyder-ide/spyder-pyls,1,1,1,0,inf,0.2
QuantEcon/macro-case-studies,10,1,1,0,inf,0.2
econ-ark/DurableConsumerType_REMARK,8,1,1,0,inf,0.2
Blosc/Caterva,7,1,1,0,inf,0.2
pangeo-data/xcmocean,7,1,1,0,inf,0.2
Blosc/b2h5py,108,1,1,0,inf,0.2
Blosc/Btune-Genetic-tutorial,12,1,1,0,inf,0.2
galaxyproject/small-scale-galaxy-admins,2,1,1,0,inf,0.2
WorldWideTelescope/wwt-constellations-backend,60,1,1,0,inf,0.2
jupyter/foundations-and-standards-team-compass,14,1,1,0,inf,0.2
ropensci/naijR,44,1,1,0,inf,0.2
ropensci/gitignore,39,1,1,0,inf,0.2
galaxyproject/sequence_utils,7,1,1,0,inf,0.2
ropensci/birdsize,5,1,1,0,inf,0.2
openfheorg/openfhe-transpiler-examples,6,1,1,0,inf,0.2
shogun-toolbox/shogun,1,1,1,0,inf,0.2
nipy/data-packages,3,1,1,0,inf,0.2
gnu-octave/statistics-resampling,453,1,1,0,inf,0.2
Open-MBEE/ChatGPT-Prompts,2,1,1,0,inf,0.2
gammapy/gammapy-pulsar,8,1,1,0,inf,0.2
sgkit-dev/sgkit-publication,1,1,1,0,inf,0.2
numpy/libnpymath,11,1,1,0,inf,0.2
econ-ark/cAndCwithStickyE,2,1,1,0,inf,0.2
econ-ark/ctDiscrete,5,1,1,0,inf,0.2
econ-ark/EndogenousRetirement,5,1,1,0,inf,0.2
econ-ark/PortfolioChoiceBlogPost,2,1,1,0,inf,0.2
econ-ark/RiskyContrib,6,1,1,0,inf,0.2
bokeh/conduct.bokeh.org,8,1,1,0,inf,0.2
bokeh/slack-invite.bokeh.org,1,1,1,0,inf,0.2
jupyter/distinguished-contributors,6,1,1,0,inf,0.2
QuantEcon/lecture-stats.notebooks,7,1,1,0,inf,0.2
ropensci/aRxiv,26,1,1,0,inf,0.2
QuantEcon/lecture-eqm.notebooks,6,1,1,0,inf,0.2
SciML/SciMLStructures,2,1,1,0,inf,0.2
econ-ark/GanongNoelUI,4,1,1,0,inf,0.2
pandas-dev/github-doc-previewer,34,1,1,0,inf,0.2
QuantEcon/lecture-dps.notebooks,5,1,1,0,inf,0.2
QuantEcon/lecture-dynamics.notebooks,6,1,1,0,inf,0.2
QuantEcon/lecture-tools-techniques.notebooks,6,1,1,0,inf,0.2
QuantEcon/lecture-dle.notebooks,4,1,1,0,inf,0.2
galaxyproject/oembed,28,1,1,0,inf,0.2
galaxyproject/Galaxy-XSD,2,1,1,0,inf,0.2
ropensci/paleobioDB,138,1,1,0,inf,0.2
QuantEcon/book-dp1-public,31,1,1,0,inf,0.2
QuantEcon/book-dp1-public-companion,4,1,1,0,inf,0.2
Open-MBEE/flexo-mms-layer1-openapi,1,1,1,0,inf,0.2
ropensci/fluidsynth,48,1,1,0,inf,0.2
ropensci/treebase,3,1,1,0,inf,0.2
ropensci/DoOR.functions,3,1,1,0,inf,0.2
gnu-octave/octave-odbc,59,1,1,0,inf,0.2
pystatgen/vcf-zarr-publication,40,1,1,0,inf,0.2
scientific-python/summit-2024,2,1,1,0,inf,0.2
pystatgen/bio2zarr,77,1,1,0,inf,0.2
InsightSoftwareConsortium/SimpleITKTutorialSPIE2016,1,1,1,0,inf,0.2
InsightSoftwareConsortium/SimpleITKTutorialSPIE2017,1,1,1,0,inf,0.2
OSGeo/gdal-test-datasets,3,1,1,0,inf,0.2
OSGeo/ogc-cite-action,36,1,1,0,inf,0.2
sympy/sympy-live,1,1,1,0,inf,0.2
stan-dev/MathematicaStan,14,1,1,0,inf,0.2
Blosc/Blosc2-Btune,34,1,1,0,inf,0.2
ropensci/quadkeyr,49,1,1,0,inf,0.2
InsightSoftwareConsortium/GDCM,30,1,1,0,inf,0.2
geopandas/benchmarks,2,1,1,0,inf,0.2
yt-project/jupyter_libyt,22,1,1,0,inf,0.2
gammapy/ctao_data_model,9,1,1,0,inf,0.2
sgkit-dev/sgkit-benchmarks-asv,23,1,1,0,inf,0.2
sgkit-dev/vcf-zarr-publication,4066,1,1,0,inf,0.2
stan-dev/stanio,5,1,1,0,inf,0.2
Cantera/cantera-example-data,4,1,1,0,inf,0.2
Open-MBEE/exec-mdk-systems-reasoner,9,1,1,0,inf,0.2
pandas-dev/pandas-governance,3,1,1,0,inf,0.2
petsc/ADIOS,2,1,1,0,inf,0.2
QuantEcon/cbc_2024,55,1,1,0,inf,0.2
SciML/DiffEqDevMaterials,2,1,1,0,inf,0.2
arviz-devs/arvizjs,2,1,1,0,inf,0.2
ropensci/tabulapdf,21,1,1,0,inf,0.2
nipy/nilabels,616,1,1,0,inf,0.2
Open-MBEE/mcf,36,1,1,0,inf,0.2
gammapy/gammapy-outreach,6,1,1,0,inf,0.2
arviz-devs/simulation_based_calibration,9,1,1,0,inf,0.2
QuantEcon/Gensys.jl,2,1,1,0,inf,0.2
lfortran/mnist-classifier-blas-wasm,1,1,1,0,inf,0.2
lfortran/Fortran-On-Web,5,1,1,0,inf,0.2
MDAnalysis/MDAnalysisWorkshop-UCL24,10,1,1,0,inf,0.2
fortran-lang/fprettify,7,1,1,0,inf,0.2
jupyter/telemetry,2,1,1,0,inf,0.2
pybamm-team/pybamm-data,1,1,1,0,inf,0.2
MDAnalysis/mda-openbabel-converter,165,1,1,0,inf,0.2
stan-dev/stan-dev.r-universe.dev,5,1,1,0,inf,0.2
QuantEcon/melbourne_2024,28,1,1,0,inf,0.2
ropensci/textreuse,28,1,1,0,inf,0.2
galaxyproject/ansible-collection-general,15,1,1,0,inf,0.2
tardis-sn/github_action_setup_lfs,2,1,1,0,inf,0.2
Open-MBEE/exec-mms-migration-cameo2022x,2,1,1,0,inf,0.2
scientific-python/circleci-artifacts-redirector-action,7,1,1,0,inf,0.2
scientific-python/spatch,1,1,1,0,inf,0.2
ropensci/rOPTRAM,283,1,1,0,inf,0.2
QuantEcon/africa-summer-course-2024,63,1,1,0,inf,0.2
galaxyproject/kui,5,1,1,0,inf,0.2
conda/cla,4,1,1,0,inf,0.2
scientific-python/docstub,85,1,1,0,inf,0.2
QuantEcon/cef_2024_singapore,10,1,1,0,inf,0.2
OSGeo/grass-addon-cookiecutter,1,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKRingArtifact,8,1,1,0,inf,0.2
scientific-python/reverse-dependency-testing-action,2,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKSmoothingRecursiveYvvGaussian,5,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKTrimmedPointSetRegistration,9,1,1,0,inf,0.2
mlpack/ONNX-mlpack-Converter,1,1,1,0,inf,0.2
sgkit-dev/hypothesis-vcf,5,1,1,0,inf,0.2
ropensci/osmapiR,153,1,1,0,inf,0.2
WorldWideTelescope/pinpoint-wcs2,2,1,1,0,inf,0.2
SciML/ModelingToolkitWorkshop_JuliaCon2024,2,1,1,0,inf,0.2
gnu-octave/Octave-language-grammar,8,1,1,0,inf,0.2
mlpack/onnx-mlpack,16,1,1,0,inf,0.2
zarr-developers/zarr-illustrations-falk-2024,9,1,1,0,inf,0.2
Cantera/hdf5-boost-manylinux,16,1,1,0,inf,0.2
ropensci/MtreeRing,2,1,1,0,inf,0.2
ropensci/workloopR,2,1,1,0,inf,0.2
scientific-python/faster-scientific-python-ideas,1,1,1,0,inf,0.2
sgkit-dev/vcf-zarr-spec,1,1,1,0,inf,0.2
gnu-octave/macgyver_utils,1,1,1,0,inf,0.2
QuantEcon/phd-macro-theory-book,1,1,1,0,inf,0.2
Blosc/teaching-blosc2,1,1,1,0,inf,0.2
Blosc/HDF5-Blosc2,4,1,1,0,inf,0.2
tardis-sn/carsus-data-molecules-barklem2016,2,1,1,0,inf,0.2
sympy/sympy-notebooks,4,1,1,0,inf,0.2
networkx/nx-pandas,4,1,1,0,inf,0.2
jump-dev/NLopt.jl,5,1,1,0,inf,0.2
jump-dev/NEOSServer.jl,2,1,1,0,inf,0.2
pybamm-team/pyidaklu,8,1,1,0,inf,0.2
ropensci/docs,1,1,1,0,inf,0.2
conda/conda-launchers,46,1,1,0,inf,0.2
ropensci/rWBclimate,2,1,1,0,inf,0.2
Open-MBEE/flexo-sysml2-adapter-experiment,1,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKPyTorch,4,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKArrayFire,3,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKEntropyBasedIntensityCorrection,3,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKOptimizationMonitor,2,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKWavelet,5,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKNDReg,2,1,1,0,inf,0.2
ropensci/jenkins,1,1,1,0,inf,0.2
ropensci/jsonld,3,1,1,0,inf,0.2
jump-dev/PiecewiseLinearOpt.jl,7,1,1,0,inf,0.2
galaxyproject/ansible-postfix,4,1,1,0,inf,0.2
galaxyproject/slurmscale-playbook,20,1,1,0,inf,0.2
cupy/self-hosted-ci,16,1,1,0,inf,0.2
cupy/test-repo-dispatch,11,1,1,0,inf,0.2
gammapy/gammapy-mwl,1,1,1,0,inf,0.2
ropensci/champions-program,3,1,1,0,inf,0.2
pybamm-team/pybammsolvers,53,1,1,0,inf,0.2
stan-dev/posteriordb-python,3,1,1,0,inf,0.2
astropy/coordinates-benchmark,8,1,1,0,inf,0.2
astropy/sphinx-example-index,4,1,1,0,inf,0.2
ropensci/eDNAjoint,36,1,1,0,inf,0.2
SciML/FastPower.jl,27,1,1,0,inf,0.2
SciML/FluxNeuralOperators.jl,1,1,1,0,inf,0.2
tardis-sn/stardis-regression-data,3,1,1,0,inf,0.2
econ-ark/Life-Cycle-Prime-Time,13,1,1,0,inf,0.2
scverse/integration-testing,121,1,1,0,inf,0.2
nipy/gradunwarp,4,1,1,0,inf,0.2
galaxyproject/galaxy-charts,158,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKANTsWasm,70,1,1,0,inf,0.2
ropensci/allcontributors,25,1,1,0,inf,0.2
astropy/astropy-notebooks,1,1,1,0,inf,0.2
astropy/astropy-sandbox,1,1,1,0,inf,0.2
astropy/archived-documentation,1,1,1,0,inf,0.2
openfheorg/openfhe-prng-blake2,17,1,1,0,inf,0.2
Cantera/cantera-base-manylinux,10,1,1,0,inf,0.2
astropy/ci-helpers,1,1,1,0,inf,0.2
napari/hub-lite,1,1,1,0,inf,0.2
ropensci/rrlite,2,1,1,0,inf,0.2
Open-MBEE/flexo-mms-sysmlv2,21,1,1,0,inf,0.2
napari/midi-app-controller,6,1,1,0,inf,0.2
QuantEcon/rba_workshop_2024,12,1,1,0,inf,0.2
JuliaLang/FunctionWrappers.jl,8,1,1,0,inf,0.2
galaxyproject/ansible-galaxy-extras,8,1,1,0,inf,0.2
scipy/xsf,147,1,1,0,inf,0.2
FEniCS/olddocs,1,1,1,0,inf,0.2
scientific-python/devstats-query-action,4,1,1,0,inf,0.2
econ-ark/NARK,1,1,1,0,inf,0.2
galaxyproject/galaxy-helm-deps,4,1,1,0,inf,0.2
galaxyproject/bib2json,5,1,1,0,inf,0.2
galaxyproject/readthedocs-redirect,1,1,1,0,inf,0.2
galaxyproject/hack-the-galaxy-gcc2017,1,1,1,0,inf,0.2
galaxyproject/galaxytutorial-ismb17,1,1,1,0,inf,0.2
galaxyproject/nosehtml,4,1,1,0,inf,0.2
galaxyproject/selenium-screenshots,1,1,1,0,inf,0.2
galaxyproject/galaxy-maps,5,1,1,0,inf,0.2
galaxyproject/gsoc,2,1,1,0,inf,0.2
galaxyproject/seek-bzip2,2,1,1,0,inf,0.2
gammapy/gammapy-docs-archive,3,1,1,0,inf,0.2
QuantEcon/continuous_time_mcs.notebooks,2,1,1,0,inf,0.2
geopandas/.github,1,1,1,0,inf,0.2
galaxyproject/planemo-machine,2,1,1,0,inf,0.2
galaxyproject/homebrew-toolshed,2,1,1,0,inf,0.2
galaxyproject/galaxy-merger,2,1,1,0,inf,0.2
galaxyproject/homebrew-tap,2,1,1,0,inf,0.2
ropensci/internetarchive,3,1,1,0,inf,0.2
galaxyproject/itcr,2,1,1,0,inf,0.2
Blosc/Python-Blosc2-3.0-tutorial,3,1,1,0,inf,0.2
galaxyproject/video-lectures,2,1,1,0,inf,0.2
InsightSoftwareConsortium/ITKIOMeshMZ3,3,1,1,0,inf,0.2
JuliaLang/SharedArrays.jl,3,1,1,0,inf,0.2
scverse/spatialdata-basel-workshop-2024,6,1,1,0,inf,0.2
Blosc/staged-recipes,10022,1,1,0,inf,0.2
napari/update-checker,15,1,1,0,inf,0.2
galaxyproject/ansible-role-rabbitmq,3,1,1,0,inf,0.2
pangeo-data/pangeo-example-notebooks,3,1,1,0,inf,0.2
galaxyproject/pulsar-helm,5,1,1,0,inf,0.2
openfheorg/openfhe-matrix,2,1,1,0,inf,0.2
OSGeo/rgrass,8,1,1,0,inf,0.2
